fullVisitorId,channelGrouping,time,country,city,totalTransactionRevenue,transactions,timeOnSite,pageviews,sessionQualityDim,date,visitId,type,productRefundAmount,productQuantity,productPrice,productRevenue,productSKU,v2ProductName,v2ProductCategory,productVariant,currencyCode,itemQuantity,itemRevenue,transactionRevenue,transactionId,pageTitle,searchKeyword,pagePathLevel1,eCommerceAction_type,eCommerceAction_step,eCommerceAction_option
475093728341845802,Organic Search,252110,United States,Mountain View,,,252,11,,20160817,1471480384,PAGE,,,250000000,,GGOEGGCX056399,Gift Card - $250.00,Home/Gift Cards/,(not set),USD,,,,,Gift Cards,,/google+redesign/,0,1,
4868066430192297328,Organic Search,0,United States,not available in demo dataset,,,,1,,20160823,1471964096,PAGE,,,26990000,,GGOEGAAX0759,Google Adult Tee Fruit Games Pineapple,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
9333697725021428179,Referral,172089,United States,San Bruno,,,172,11,,20161116,1479334731,PAGE,,,10390000,,GGOEADWQ015699,Android Rise 14 oz Mug,Home/Drinkware/Mugs and Cups/,(not set),USD,,,,,Mugs & Cups | Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
3395251230971763011,Referral,646766,United States,San Francisco,51330000,1,647,25,,20161205,1481004872,PAGE,,7,7190000,51330000,GGOEGDWC020199,Engraved Ceramic Google Mug,Drinkware,Single Option Only,USD,,,51330000,ORD201612052995,Checkout Confirmation,,/ordercompleted.html,6,1,
9284025736303843401,Referral,273339,United States,Mountain View,,,451,23,,20160817,1471458188,EVENT,,,64990000,,GGOEGAAX0602,Google Women's 1/4 Zip Performance Pullover Black,Home/Apparel/Women's/Women's-Outerwear/,(not set),,,,,,Women's-Outerwear,,/google+redesign/,1,1,
9913431359438312730,Direct,152504,United States,not available in demo dataset,,,343,13,,20161001,1475375065,PAGE,,,76990000,,GGOEGEVB070699,Google Bluetooth Speaker-Power Bank,Home/Electronics/Audio/,(not set),USD,,,,,Audio,,/google+redesign/,0,1,
4348410205666534917,Referral,690754,United States,Sunnyvale,,,833,43,,20160815,1471284493,PAGE,,,19190000,,GGOEGAAX0614,YouTube Onesie Heather,Home/Apparel/Kid's/Kid's-Infant/,(not set),USD,,,,,Kid's-Infant,,/google+redesign/,0,1,
3810896663878967628,Referral,488425,Singapore,(not set),30370000,1,4829,63,,20160916,1474041689,PAGE,,,1200000,,GGOEGFKA022299,Keyboard DOT Sticker,Home/Accessories/Stickers/,(not set),USD,,,,,Stickers,,/google+redesign/,0,1,
8508511429672422586,Referral,233292,United States,Mountain View,,,1523,47,,20160928,1475103817,EVENT,,,5590000,,GGOEGCBB074199,Google Car Clip Phone Holder,Home/Accessories/,(not set),,,,,,Accessories,,/google+redesign/,1,1,
1351663751006229490,Organic Search,127836,United States,not available in demo dataset,,,738,10,,20170605,1496679774,PAGE,,,49990000,,GGOEGBPB081999,UpCycled Bike Saddle Bag,Home/Accessories/Sports & Fitness/,(not set),USD,,,,,Sports & Fitness | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
2627508925809214754,Referral,399100,United States,Sunnyvale,26580000,1,399,14,,20161222,1482461037,PAGE,,1,10390000,14890000,GGOEGDWR015799,Red Shine 15 oz Mug,Drinkware,Single Option Only,USD,,,26580000,ORD201612221898,Checkout Confirmation,,/ordercompleted.html,6,1,
7210095438155104536,Paid Search,58814,United States,not available in demo dataset,,,646,29,,20160823,1471991674,PAGE,,,139990000,,GGOEGAAX0587,Google Women's Zip Hoodie Grey,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
0911066238367936196,Social,1332842,Algeria,not available in demo dataset,,,1482,10,,20170617,1497713444,PAGE,,,100000000,,GGOEGGCX056199,Gift Card- $100.00,Home/Gift Cards/,(not set),,,,,,بطاقات هدية | مخزن بضائع جوجل,,/google+redesign/,2,1,
5130779764662997777,Referral,293619,United States,Mountain View,,,329,12,,20170307,1488946590,PAGE,,,12790000,,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Home/Bags/Shopping and Totes/,(not set),USD,,,,,Shopping & Totes | Bags | Google Merchandise Store,,/google+redesign/,0,1,
2652306613975341484,Referral,729582,United States,Cupertino,,,1864,40,,20170217,1487400583,PAGE,,,18390000,,GGOEGESB015099,Powerbank Flashlight,Home/Electronics/Flashlights/,(not set),USD,,,,,Flashlights | Electronics | Google Merchandise Store,,/google+redesign/,0,1,
4168347080217007259,Organic Search,164484,United States,Santa Clara,,,164,7,,20160826,1472274613,PAGE,,,25990000,,GGOEGAAX0756,Google Youth Tee Fruit Games Lemon,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
4739488012938393457,Direct,80571,United States,Atlanta,,,101,8,,20160821,1471817019,PAGE,,,25990000,,GGOEGAAX0754,Google Youth Tee Fruit Games Banana,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
407927208045481071,Referral,411638,United States,not available in demo dataset,89570000,1,956,37,,20160916,1474081205,PAGE,,,9590000,,GGOEGKWR060810,Google Bib Red,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Kid's-Toddler,,/google+redesign/,0,1,
5305744522650786238,Organic Search,171835,United States,Mountain View,48790000,1,392,18,,20170303,1488578242,PAGE,,,49990000,,GGOEGBPB081999,UpCycled Bike Saddle Bag,Home/Accessories/Sports & Fitness/,(not set),USD,,,,,Sports & Fitness | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
9832479082059669028,Organic Search,1143330,United States,San Jose,,,1630,28,,20170205,1486349430,PAGE,,,37990000,,GGOEGAAX0656,Google Toddler Hoodie Royal Blue,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
8675363628183181565,Paid Search,2216569,United States,not available in demo dataset,,,2654,44,,20160904,1473033417,PAGE,,,37990000,,GGOEGAAX0657,Google Toddler 1/4 Zip Fleece Pewter,Home/Shop by Brand/,(not set),USD,,,,,Shop by Brand,,/store.html,0,1,
8056773104116240010,Direct,0,United States,not available in demo dataset,,,,1,,20160818,1471554997,PAGE,,,25990000,,GGOEGAAX0755,Google Youth Tee Fruit Games Strawberry,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
3997003513606377522,Referral,175239,United States,not available in demo dataset,,,252,7,,20170325,1490505780,PAGE,,,7190000,,GGOEGDWC020199,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,(not set),USD,,,,,Mugs & Cups | Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
891876741656468069,Organic Search,103332,United States,not available in demo dataset,,,727,48,,20160910,1473499854,PAGE,,,139990000,,GGOEGAAX0587,Google Women's Zip Hoodie Grey,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
3227280555192880214,Direct,0,India,Chennai,,,577,18,,20170520,1495293970,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,Home/Gift Cards/,(not set),USD,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,0,1,
6521279444763042911,Referral,95721,United States,Sunnyvale,,,236,13,,20160811,1470944504,EVENT,,,25990000,,GGOEGAAX0755,Google Youth Tee Fruit Games Strawberry,Home/Fruit Games/,(not set),,,,,,Fruit Games,,/google+redesign/,1,1,
8740971054431152233,Referral,170303,United States,Seattle,,,215,16,,20161006,1475797015,PAGE,,,104990000,,GGOEGEVB071299,Digital Lightshow Smart Speaker and Notification Center,Home/Electronics/Audio/,(not set),USD,,,,,Audio,,/google+redesign/,0,1,
102457865943129193,Organic Search,32317,United States,San Francisco,,,223,11,,20160803,1470240685,PAGE,,,37990000,,GGOEGAAX0628,Google Infant Zip Hood Royal Blue,Home/Apparel/Kid's/Kid's-Infant/,(not set),USD,,,,,Kid's-Infant,,/google+redesign/,0,1,
2132451287891197228,Referral,1715406,United States,not available in demo dataset,63100000,1,1736,43,,20170210,1486740748,PAGE,,,16790000,,GGOEGAER035515,Google Men's Vintage Tank,Apparel, LG,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
3518286494499759669,Direct,117812,United States,not available in demo dataset,247000000,1,462,27,,20170314,1489548062,PAGE,,,7190000,,GGOEGDWC020199,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,(not set),USD,,,,,Mugs & Cups | Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
8436426603099391262,Referral,1679948,United States,not available in demo dataset,986150000,1,1893,76,,20160806,1470504721,PAGE,,,87900000,,GGOEGOCB017499,Leatherette Journal,(not set),Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
1779534568872085019,Referral,987524,United States,Mountain View,,,1092,16,,20161007,1475860170,PAGE,,,10390000,,GGOEADWQ015699,Android Rise 14 oz Mug,Home/Drinkware/Mugs and Cups/,(not set),USD,,,,,Mugs & Cups | Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
4015763980822471188,Direct,129104,United States,not available in demo dataset,,,247,18,,20170518,1495116437,PAGE,,,64990000,,GGOEGAAX0603,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
1089817252004961717,Organic Search,207110,Chile,not available in demo dataset,,,238,9,,20170221,1487692031,PAGE,,,43990000,,GGOEGAAX0689,Google Youth Girl Hoodie,Home/Apparel/Kid's/Kids-Youth/,(not set),USD,,,,,Youth | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6589859198443441169,Referral,186538,United States,Mountain View,113270000,1,1160,19,,20170512,1494648694,PAGE,,,30390000,,GGOEGAAX0656,Google Toddler Hoodie Royal Blue,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6308646723674618646,Referral,216895,United States,Mountain View,195940000,1,1048,53,,20161010,1476121374,EVENT,,1,64990000,,GGOEGAAX0603,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,3,1,
9311537092292103400,Referral,220532,United States,not available in demo dataset,,,243,15,,20160930,1475271742,PAGE,,,18390000,,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Accessories/,(not set),USD,,,,,Accessories,,/google+redesign/,0,1,
957569355739793637,Organic Search,176721,United States,not available in demo dataset,,,390,16,,20160923,1474634901,PAGE,,,990000,,GGOEGOAC021799,Ballpoint Pen Blue,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments,,/google+redesign/,0,1,
8516473451212465925,Referral,683652,United States,San Francisco,345030000,1,695,29,,20160902,1472845932,PAGE,,,18000000,,GGOEGODR017799,Recycled Mouse Pad,(not set),Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
1204634153122128739,Referral,66127,United States,San Francisco,,,295,15,,20160828,1472408138,PAGE,,,25990000,,GGOEGAAX0755,Google Youth Tee Fruit Games Strawberry,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
1754913906837979962,Referral,495527,United States,not available in demo dataset,99600000,1,522,21,,20161216,1481930550,PAGE,,,28000000,,GGOEGBJR018199,Reusable Shopping Bag,Bags,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
9148627782134822389,Referral,208119,United States,not available in demo dataset,,,744,18,,20170220,1487604343,EVENT,,1,27990000,,GGOEGEVR014999,Google Water Resistant Bluetooth Speaker,${escCatTitle},(not set),USD,,,,,Google Water Resistant Bluetooth Speaker,,/google+redesign/,3,1,
0022012048368611052,Direct,724885,United States,Oakland,,,725,7,,20170217,1487371860,EVENT,,,41990000,,GGOEGXXX0845,BLM Sweatshirt,${escCatTitle},(not set),USD,,,,,BLM Sweatshirt,,/google+redesign/,3,1,
9644315099419842443,Organic Search,178678,United States,not available in demo dataset,,,346,9,,20161031,1477939548,PAGE,,,54990000,,GGOEGAAX0579,Google Women's Short Sleeve Performance Tee Charcoal,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
907994715586081749,Organic Search,99210,United States,Boston,,,209,20,,20160825,1472192815,PAGE,,,139990000,,GGOEGAAX0587,Google Women's Zip Hoodie Grey,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
8892383150770504438,Referral,135680,United States,not available in demo dataset,,,268,11,,20161201,1480637436,PAGE,,,64990000,,GGOEGAAX0603,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
08635110543627771,Referral,441928,United States,not available in demo dataset,,,457,19,,20161004,1475606853,PAGE,,,31990000,,GGOEGEVA022399,Micro Wireless Earbud,Home/Electronics/Audio/,(not set),USD,,,,,Audio,,/google+redesign/,0,1,
0022012048368611052,Direct,193413,United States,Oakland,,,725,7,,20170217,1487371860,EVENT,,,41990000,,GGOEGXXX0845,BLM Sweatshirt,${escCatTitle},(not set),USD,,,,,BLM Sweatshirt,,/google+redesign/,3,1,
0054279989591037024,Referral,590656,United States,Santa Clara,88190000,1,766,29,,20170121,1485026562,PAGE,,1,79190000,88190000,GGOEGADB056715,Men's Softshell Jacket Black/Grey,Apparel, LG,USD,,,88190000,ORD201701211419,Checkout Confirmation,,/ordercompleted.html,6,1,
3603608738640859155,Referral,197455,United States,Sunnyvale,,,197,8,,20161121,1479770757,PAGE,,,19190000,,GGOEGAAX0610,Google Onesie Red/Graphite,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
7837769211973682944,Organic Search,608678,Japan,Minato,,,609,4,,20170301,1488355428,PAGE,,,250000000,,GGOEGGCX056399,Gift Card - $250.00,Home/Gift Cards/,(not set),USD,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,0,1,
3474851532195979549,Direct,101657,South Korea,Seoul,,,1541,24,,20161205,1480986742,EVENT,,,30390000,,GGOEGAAX0656,Google Toddler Hoodie Royal Blue,Home/Apparel/Kid's/Kid's-Toddler/,(not set),,,,,,Toddler | Kids' Apparel | Google Merchandise Store,,/google+redesign/,1,1,
485196789418021564,Referral,5234828,United States,San Francisco,208180000,1,5287,118,,20170521,1495359379,PAGE,,,47990000,,GGOEGBRB073899,Google Laptop Tech Backpack,Backpacks,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
7211038241364680514,Direct,1759075,United States,Chicago,,,1759,9,,20160805,1470410786,PAGE,,,37990000,,GGOEGAAX0627,Google Infant Zip Hood Pink,Home/Apparel/Kid's/Kid's-Infant/,(not set),USD,,,,,Kid's-Infant,,/google+redesign/,0,1,
5989827902024740922,Referral,7153,United States,Mountain View,,,158,13,,20160804,1470342098,PAGE,,,139990000,,GGOEGAAX0587,Google Women's Zip Hoodie Grey,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
5991914528247415327,Referral,34144,United States,New York,,,431,24,,20160820,1471729873,PAGE,,,25990000,,GGOEGAAX0753,Google Youth Tee Fruit Games Cherries,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
259845648061710609,Organic Search,373417,Brazil,not available in demo dataset,,,543,17,,20161001,1475350706,PAGE,,,33990000,,GGOEGDHB071999,Google 40 oz Insulated Monster Bottle,Home/Drinkware/Water Bottles and Tumblers/,(not set),USD,,,,,Water Bottles and Tumblers,,/google+redesign/,0,1,
0505954859382805882,Referral,92832,Singapore,(not set),,,93,5,,20160821,1471834564,PAGE,,,25990000,,GGOEGAAX0752,Google Youth Tee Fruit Games Pineapple,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
7033370926590252579,Referral,1179521,United States,Mountain View,156740000,2,1422,54,,20170509,1494370353,EVENT,,1,21590000,,GGOEGAAX0213,Yoga Mat,Home/Accessories/Sports & Fitness/,(not set),USD,,,,,Sports & Fitness | Accessories | Google Merchandise Store,,/google+redesign/,3,1,
7259459785708234494,Referral,297183,United States,San Jose,,,461,20,,20160926,1474873616,PAGE,,,76990000,,GGOEGEVB070699,Google Bluetooth Speaker-Power Bank,Home/Electronics/Audio/,(not set),USD,,,,,Audio,,/google+redesign/,0,1,
7390150288249890571,Organic Search,273905,United States,not available in demo dataset,,,715,32,,20160802,1470195949,PAGE,,,37990000,,GGOEGAAX0657,Google Toddler 1/4 Zip Fleece Pewter,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Kid's-Toddler,,/google+redesign/,0,1,
6583807088234750422,Direct,142817,Taiwan,(not set),,,2049,46,,20160815,1471244969,PAGE,,,37990000,,GGOEGAAX0628,Google Infant Zip Hood Royal Blue,Home/Apparel/Kid's/Kid's-Infant/,(not set),,,,,,Kid's-Infant,,/google+redesign/,2,1,
4191489896925210475,Referral,256903,United States,Kirkland,351000000,1,1500,67,,20161221,1482360949,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Home/Gift Cards/,(not set),,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,2,1,
4285517250225207636,Organic Search,10741,United States,New York,,,82,8,,20160921,1474469888,PAGE,,,33990000,,GGOEGDHB071999,Google 40 oz Insulated Monster Bottle,Home/Drinkware/Water Bottles and Tumblers/,(not set),USD,,,,,Water Bottles and Tumblers,,/google+redesign/,0,1,
9527299374181593384,Referral,19127,United States,Mountain View,,,170,14,,20160920,1474411551,PAGE,,,19190000,,GGOEGAAX0127,Android 24 oz Contigo Bottle,Home/Drinkware/Water Bottles and Tumblers/,(not set),USD,,,,,Water Bottles and Tumblers,,/google+redesign/,0,1,
3973361673920729276,Direct,139858,India,Chennai,,,318,6,1,20170713,1499965791,PAGE,,,37990000,,GGOEGAAX0627,Google Infant Zip Hood Pink,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
2022153658061623252,Referral,153323,United States,Sunnyvale,388000000,1,724,31,,20170125,1485378323,PAGE,,,18390000,,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Electronics/Flashlights/,(not set),USD,,,,,Flashlights | Electronics | Google Merchandise Store,,/google+redesign/,0,1,
8595554052958394582,Organic Search,208794,United States,not available in demo dataset,,,597,20,,20160914,1473915194,PAGE,,,54990000,,GGOEGAAX0570,Google Men's Short Sleeve Performance Badge Tee Charcoal,Home/Shop by Brand/,(not set),USD,,,,,Shop by Brand,,/store.html,0,1,
9320553467099252051,Referral,112449,United States,not available in demo dataset,,,112,5,,20170331,1490973760,PAGE,,,1200000,,GGOEGODR017799,Recycled Mouse Pad,Home/Office/Office Other/,(not set),USD,,,,,Other | Office | Google Merchandise Store,,/google+redesign/,0,1,
3992361565303429265,Organic Search,471336,United States,Mountain View,,,471,10,,20170309,1489050811,PAGE,,,10390000,,GGOEGDWR015799,Red Shine 15 oz Mug,Home/Drinkware/Mugs and Cups/,(not set),USD,,,,,Mugs & Cups | Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
6402838447973025521,Direct,413600,United States,Kirkland,153950000,1,883,100,,20161121,1479768839,PAGE,,,30390000,,GGOEGAAX0657,Google Toddler 1/4 Zip Fleece Pewter,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Toddler | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
5234724080017990877,Referral,503236,United States,New York,77850000,1,1024,34,,20160816,1471373414,EVENT,,1,21590000,,GGOEGAAX0757,Google Adult Tee Fruit Games Dragonfruit,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,3,1,
7955119319945903918,Organic Search,128361,United States,not available in demo dataset,,,347,9,,20170512,1494601233,PAGE,,,43990000,,GGOEGAAX0689,Google Youth Girl Hoodie,Home/Apparel/Kid's/Kids-Youth/,(not set),USD,,,,,Youth | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
1183227933876060606,Direct,369259,United States,Palo Alto,,,369,9,,20161128,1480362608,PAGE,,,995000000,,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,${productitem.product.origCatName},Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
210945204524232029,Direct,7711,United States,Seattle,,,560,7,,20160812,1471019712,PAGE,,,94990000,,GGOEGAAX0588,Google Women's Shell Jacket Blue/Black,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
6336846605140690932,Referral,96177,Germany,not available in demo dataset,,,96,4,,20160817,1471447342,PAGE,,,26990000,,GGOEGAAX0757,Google Adult Tee Fruit Games Dragonfruit,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
6887093325128392061,Direct,1638373,Canada,Montreal,,,3320,24,,20160918,1474213334,PAGE,,,1250000,,GGOEGOAR021899,Retractable Ballpoint Pen Red,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments,,/google+redesign/,0,1,
5689475961693395998,Referral,2396577,United States,not available in demo dataset,126520000,1,2417,28,,20160928,1475071097,PAGE,,,30380000,,GGOEADHH073999,Android 17oz Stainless Steel Sport Bottle,(not set),Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
4080867455356358932,Social,301661,Brazil,not available in demo dataset,,,339,21,,20160920,1474409269,PAGE,,,49990000,,GGOEGEVB070499,Google Bluetooth Headphones,Home/Electronics/Audio/,(not set),USD,,,,,Audio,,/google+redesign/,0,1,
0368455916816527767,Direct,235693,Venezuela,not available in demo dataset,,,500,16,,20160814,1471194529,PAGE,,,64990000,,GGOEGAAX0603,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
4838321574415987350,Referral,20057,United States,Mountain View,,,258,14,,20160811,1470940705,PAGE,,,19190000,,GGOEGAAX0747,Google Toddler Tee Fruit Games Pineapple,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
998126935929526543,Social,119358,United States,not available in demo dataset,,,134,11,,20160827,1472310310,PAGE,,,100000000,,GGOEGGCX056199,Gift Card- $100.00,Home/Gift Cards/,(not set),USD,,,,,Gift Cards,,/google+redesign/,0,1,
3944426632454733128,Organic Search,273714,United States,New York,,,331,23,,20160903,1472926753,PAGE,,,28990000,,GGOEGHPA002910,Google Trucker Hat,Home/Apparel/Headgear/,(not set),USD,,,,,Headgear,,/google+redesign/,0,1,
0912124718577296501,Organic Search,256017,Taiwan,(not set),,,274,8,,20170324,1490373624,PAGE,,,37990000,,GGOEGAAX0656,Google Toddler Hoodie Royal Blue,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Toddler | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
0988800996339174342,Direct,6874,United States,not available in demo dataset,,,141,12,,20170625,1498414827,EVENT,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Home/Gift Cards/,(not set),,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,1,1,
7332465369966918967,Organic Search,102333,Canada,not available in demo dataset,,,673,8,,20170320,1490066963,PAGE,,,250000000,,GGOEGGCX056399,Gift Card - $250.00,Home/Gift Cards/,(not set),USD,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,0,1,
5955875967326221286,Organic Search,40960,United States,not available in demo dataset,,,180,12,,20160905,1473127275,PAGE,,,139990000,,GGOEGAAX0587,Google Women's Zip Hoodie Grey,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
7257556399821352001,Referral,232275,United States,San Francisco,302000000,1,1189,12,,20161227,1482895909,PAGE,,2,149000000,302000000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,302000000,ORD201612271642,Checkout Confirmation,,/ordercompleted.html,6,1,
3178322171207606088,Organic Search,174740,Russia,not available in demo dataset,,,692,10,,20160831,1472640156,PAGE,,,26990000,,GGOEGAAX0757,Google Adult Tee Fruit Games Dragonfruit,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
5189398404527635970,Referral,55151,United States,Los Angeles,,,74,5,,20170110,1484080506,PAGE,,,9590000,,GGOEGKWQ060910,Google Bib White,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Toddler | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
2086198254315342433,Organic Search,100894,Canada,not available in demo dataset,,,205,21,,20160927,1474988958,PAGE,,,94990000,,GGOEGAAX0588,Google Women's Shell Jacket Blue/Black,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
4869675096975196181,Direct,71832,United Kingdom,Liverpool,,,1698,5,,20170202,1486051642,PAGE,,,54990000,,GGOEGAAX0579,Google Women's Short Sleeve Performance Tee Charcoal,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
5945193951597055233,Direct,170142,United States,San Jose,,,216,16,,20160926,1474955563,PAGE,,,64990000,,GGOEGAAX0603,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
150999381236786924,Referral,889841,United States,Mountain View,,,1036,47,,20161006,1475774248,PAGE,,,27990000,,GGOEGEVR014999,Google Water Resistant Bluetooth Speaker,Home/Electronics/Audio/,(not set),USD,,,,,Audio,,/google+redesign/,0,1,
9002858284477579512,Referral,333177,United States,Los Angeles,124000000,1,491,22,,20161220,1482299418,PAGE,,,5590000,,GGOEGAAX0168,Google Pet Feeding Mat,Home/Accessories/Pet/,(not set),USD,,,,,Pet | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
5128888224452873031,Referral,118108,United States,New York,,,257,11,,20160905,1473087900,PAGE,,,44790000,,GGOEGAAX0361,Android Women's Fleece Hoodie,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
2232264032210232295,Referral,2705505,United States,Santa Clara,106350000,1,2890,52,,20170416,1492356461,PAGE,,,22380000,,GGOEGALB036513,Google Women's Scoop Neck Tee Black,Apparel, SM,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
8667963460560345286,Organic Search,98014,Mexico,Mexico City,,,445,15,,20161212,1481563549,PAGE,,,43990000,,GGOEGAAX0689,Google Youth Girl Hoodie,Home/Apparel/Kid's/Kids-Youth/,(not set),USD,,,,,Youth | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
4615389035217871457,Referral,571491,United States,Sunnyvale,104770000,2,2854,55,,20170613,1497370145,PAGE,,,1200000,,GGOEGODR017799,Recycled Mouse Pad,Home/Office/Office Other/,(not set),USD,,,,,Other | Office | Google Merchandise Store,,/google+redesign/,0,1,
1735434524709055870,Direct,1588428,United States,Austin,76080000,1,5917,81,,20161024,1477330623,PAGE,,,12790000,,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Home/Bags/Shopping and Totes/,(not set),USD,,,,,Shopping & Totes | Bags | Google Merchandise Store,,/google+redesign/,0,1,
